dataset: Skin_NonSkin.csv
time_cons: 255.9802701473236 s
mem_cons: 93317.5673828125 KB
precision: {'1.0': 0.83359375, '2.0': 0.8121386072236655}
recall: {'1.0': 0.10633844927247359, '2.0': 0.9945353789317051}
f1: {'1.0': 0.1886158741382358, '2.0': 0.8941298581478492}
result: 
{'label': ['0.0', '3.0', '182.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['56.0', '57.0', '17.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['30.0', '82.0', '58.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['186.0', '187.0', '145.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['165.0', '179.0', '125.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['126.0', '128.0', '86.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['27.0', '23.0', '5.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['3.0', '5.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['163.0', '201.0', '236.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['171.0', '185.0', '237.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['195.0', '192.0', '147.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['40.0', '38.0', '28.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['55.0', '95.0', '143.0'], 'gt': '1.0', 'pred': '1.0'}
{'label': ['171.0', '172.0', '128.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['202.0', '213.0', '255.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['178.0', '176.0', '128.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['106.0', '108.0', '56.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['197.0', '195.0', '160.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['115.0', '152.0', '214.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['144.0', '147.0', '98.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['167.0', '180.0', '232.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['16.0', '7.0', '188.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['205.0', '204.0', '170.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['145.0', '146.0', '96.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['59.0', '58.0', '24.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['61.0', '122.0', '186.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['106.0', '155.0', '217.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['131.0', '80.0', '64.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['171.0', '166.0', '127.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['131.0', '171.0', '220.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['146.0', '145.0', '94.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['194.0', '193.0', '155.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['202.0', '200.0', '165.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['33.0', '176.0', '29.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['226.0', '251.0', '183.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['176.0', '176.0', '130.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['11.0', '16.0', '1.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['203.0', '201.0', '170.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['114.0', '153.0', '221.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['81.0', '85.0', '33.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['164.0', '163.0', '113.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['125.0', '125.0', '125.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['221.0', '105.0', '72.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['181.0', '178.0', '134.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['69.0', '72.0', '22.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['181.0', '178.0', '134.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['0.0', '255.0', '255.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['113.0', '145.0', '210.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['112.0', '111.0', '53.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['255.0', '128.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['184.0', '181.0', '136.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['76.0', '32.0', '247.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['5.0', '3.0', '3.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['76.0', '86.0', '126.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['90.0', '92.0', '46.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['97.0', '144.0', '218.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['180.0', '180.0', '132.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['172.0', '172.0', '126.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['81.0', '79.0', '31.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['151.0', '150.0', '99.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['124.0', '157.0', '220.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['155.0', '195.0', '254.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['110.0', '144.0', '203.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['43.0', '85.0', '130.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['153.0', '178.0', '222.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['83.0', '85.0', '33.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['171.0', '170.0', '120.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['95.0', '30.0', '16.0'], 'gt': '2.0', 'pred': '1.0'}
{'label': ['22.0', '22.0', '6.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['172.0', '171.0', '127.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['192.0', '193.0', '151.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['124.0', '129.0', '84.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['89.0', '136.0', '218.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['34.0', '36.0', '6.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['141.0', '178.0', '228.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['10.0', '14.0', '3.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['29.0', '108.0', '11.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['136.0', '169.0', '219.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['177.0', '174.0', '129.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['168.0', '182.0', '231.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['3.0', '1.0', '1.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['0.0', '191.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['132.0', '167.0', '223.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['153.0', '188.0', '255.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['0.0', '2.0', '2.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['255.0', '0.0', '128.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['17.0', '18.0', '9.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['198.0', '211.0', '255.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['182.0', '177.0', '122.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['109.0', '143.0', '202.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['53.0', '55.0', '19.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['114.0', '119.0', '174.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['151.0', '152.0', '102.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['246.0', '251.0', '250.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['176.0', '174.0', '126.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['156.0', '155.0', '99.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['64.0', '58.0', '17.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['11.0', '20.0', '218.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['202.0', '201.0', '163.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['199.0', '195.0', '154.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['80.0', '82.0', '36.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['118.0', '122.0', '173.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['133.0', '177.0', '241.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['52.0', '56.0', '20.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['114.0', '130.0', '197.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['56.0', '109.0', '172.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['16.0', '14.0', '3.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['163.0', '161.0', '143.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['19.0', '10.0', '191.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['248.0', '250.0', '250.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['76.0', '72.0', '47.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['45.0', '49.0', '14.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['47.0', '46.0', '26.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['162.0', '163.0', '143.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['198.0', '198.0', '168.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['181.0', '178.0', '134.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['186.0', '185.0', '141.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['131.0', '128.0', '183.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['140.0', '138.0', '84.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['167.0', '164.0', '113.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['196.0', '196.0', '156.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['172.0', '168.0', '119.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['105.0', '144.0', '212.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['59.0', '23.0', '237.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['37.0', '35.0', '5.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['133.0', '132.0', '76.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['103.0', '149.0', '220.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['131.0', '131.0', '131.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['58.0', '59.0', '25.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['166.0', '165.0', '115.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['20.0', '17.0', '2.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['15.0', '40.0', '80.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['124.0', '155.0', '224.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['145.0', '143.0', '89.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['46.0', '84.0', '138.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['189.0', '188.0', '162.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['139.0', '139.0', '85.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['81.0', '117.0', '187.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['180.0', '219.0', '181.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['156.0', '159.0', '114.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['139.0', '138.0', '82.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['4.0', '0.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['199.0', '197.0', '163.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['176.0', '174.0', '126.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['134.0', '137.0', '92.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['62.0', '63.0', '21.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['54.0', '93.0', '138.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['31.0', '30.0', '2.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['6.0', '5.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['139.0', '179.0', '221.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['138.0', '172.0', '218.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['180.0', '180.0', '134.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['176.0', '174.0', '126.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['171.0', '171.0', '125.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['83.0', '96.0', '142.0'], 'gt': '1.0', 'pred': '1.0'}
{'label': ['202.0', '201.0', '163.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['103.0', '104.0', '84.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['110.0', '145.0', '201.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['171.0', '171.0', '123.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['146.0', '144.0', '90.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['173.0', '154.0', '127.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['56.0', '62.0', '27.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['45.0', '30.0', '188.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['155.0', '190.0', '230.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['55.0', '96.0', '75.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['168.0', '166.0', '112.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['175.0', '173.0', '125.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['163.0', '161.0', '113.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['51.0', '123.0', '187.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['25.0', '23.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['196.0', '196.0', '160.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['17.0', '195.0', '248.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['231.0', '218.0', '210.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['71.0', '125.0', '188.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['157.0', '206.0', '160.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['61.0', '61.0', '15.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['167.0', '166.0', '115.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['154.0', '154.0', '100.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['40.0', '38.0', '27.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['140.0', '140.0', '86.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['197.0', '197.0', '157.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['11.0', '14.0', '12.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['34.0', '25.0', '15.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['57.0', '97.0', '149.0'], 'gt': '1.0', 'pred': '1.0'}
{'label': ['178.0', '184.0', '179.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['71.0', '74.0', '25.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['21.0', '15.0', '2.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['61.0', '65.0', '23.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['167.0', '164.0', '113.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['164.0', '177.0', '133.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['53.0', '19.0', '59.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['148.0', '146.0', '92.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['176.0', '175.0', '125.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['107.0', '209.0', '204.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['103.0', '137.0', '196.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['194.0', '191.0', '147.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['183.0', '182.0', '138.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['59.0', '105.0', '169.0'], 'gt': '1.0', 'pred': '1.0'}
{'label': ['106.0', '120.0', '232.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['57.0', '57.0', '57.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['171.0', '170.0', '120.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['99.0', '101.0', '59.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['135.0', '138.0', '93.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['139.0', '142.0', '87.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['215.0', '214.0', '218.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['36.0', '82.0', '59.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['35.0', '34.0', '8.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['51.0', '53.0', '17.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['77.0', '80.0', '35.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['158.0', '160.0', '118.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['118.0', '129.0', '186.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['180.0', '177.0', '132.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['66.0', '66.0', '66.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['100.0', '104.0', '157.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['79.0', '50.0', '200.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['254.0', '138.0', '115.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['139.0', '179.0', '244.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['7.0', '6.0', '2.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['7.0', '5.0', '5.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['52.0', '56.0', '21.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['162.0', '159.0', '108.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['184.0', '178.0', '137.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['202.0', '200.0', '165.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['178.0', '176.0', '128.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['180.0', '179.0', '135.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['186.0', '184.0', '136.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['174.0', '163.0', '149.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['54.0', '94.0', '143.0'], 'gt': '1.0', 'pred': '1.0'}
{'label': ['90.0', '78.0', '68.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['121.0', '156.0', '220.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['136.0', '169.0', '225.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['163.0', '197.0', '255.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['60.0', '61.0', '21.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['201.0', '210.0', '254.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['107.0', '138.0', '207.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['38.0', '84.0', '61.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['136.0', '138.0', '92.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['108.0', '94.0', '88.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['57.0', '59.0', '23.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['43.0', '64.0', '116.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['162.0', '191.0', '252.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['48.0', '49.0', '39.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['198.0', '197.0', '159.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['15.0', '14.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['204.0', '215.0', '255.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['6.0', '10.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['45.0', '43.0', '42.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['0.0', '255.0', '255.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['183.0', '183.0', '137.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['100.0', '92.0', '157.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['52.0', '53.0', '19.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['0.0', '186.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['174.0', '173.0', '122.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['170.0', '168.0', '120.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['160.0', '178.0', '239.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['65.0', '69.0', '27.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['121.0', '151.0', '200.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['107.0', '153.0', '224.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['179.0', '177.0', '129.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['193.0', '193.0', '153.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['54.0', '96.0', '143.0'], 'gt': '1.0', 'pred': '1.0'}
{'label': ['171.0', '170.0', '119.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['130.0', '169.0', '221.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['179.0', '176.0', '132.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['148.0', '190.0', '249.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['174.0', '175.0', '131.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['115.0', '114.0', '56.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['142.0', '179.0', '235.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['147.0', '186.0', '254.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['178.0', '175.0', '131.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['140.0', '138.0', '84.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['178.0', '175.0', '131.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['201.0', '197.0', '168.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['178.0', '175.0', '131.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['182.0', '180.0', '132.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['69.0', '71.0', '25.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['179.0', '176.0', '132.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['129.0', '161.0', '227.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['198.0', '196.0', '161.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['54.0', '55.0', '21.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['145.0', '144.0', '88.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['93.0', '196.0', '191.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['113.0', '154.0', '216.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['193.0', '192.0', '154.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['149.0', '147.0', '93.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['179.0', '176.0', '131.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['152.0', '192.0', '255.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['181.0', '181.0', '133.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['151.0', '152.0', '102.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['116.0', '154.0', '212.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['74.0', '135.0', '203.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['121.0', '120.0', '124.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['60.0', '124.0', '189.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['169.0', '170.0', '120.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['68.0', '70.0', '24.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['46.0', '97.0', '160.0'], 'gt': '1.0', 'pred': '1.0'}
{'label': ['150.0', '188.0', '252.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['83.0', '81.0', '27.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['74.0', '77.0', '28.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['57.0', '54.0', '46.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['159.0', '156.0', '151.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['58.0', '129.0', '197.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['50.0', '52.0', '16.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['163.0', '161.0', '113.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['160.0', '164.0', '122.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['204.0', '203.0', '169.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['181.0', '178.0', '133.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['167.0', '164.0', '113.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['2.0', '1.0', '5.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['54.0', '55.0', '21.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['53.0', '53.0', '17.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['190.0', '188.0', '148.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['146.0', '144.0', '90.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['93.0', '140.0', '221.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['185.0', '183.0', '142.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['176.0', '173.0', '128.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['145.0', '146.0', '96.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['128.0', '128.0', '128.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['14.0', '13.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['68.0', '69.0', '25.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['143.0', '141.0', '87.0'], 'gt': '2.0', 'pred': '2.0'}
